Run:Fill,LS,HLTpath,L1bit,HLTpresc,L1presc,Recorded(/ub),Effective(/ub)
202299:3033,68:68,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,81672.2335706,0.0545955637358
202299:3033,69:69,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,157233.056618,0.105105823468
202299:3033,70:70,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156002.022503,0.104282912198
202299:3033,71:71,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156749.437591,0.104782537913
202299:3033,72:72,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156196.464012,0.104412890813
202299:3033,73:73,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156601.02021,0.104683325118
202299:3033,74:74,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,155316.174715,0.103824442472
202299:3033,75:75,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156866.347287,0.104860688717
202299:3033,76:76,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156535.974216,0.104639843722
202299:3033,77:77,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,154758.534112,0.103451675598
202299:3033,78:78,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151820.873435,0.101487933042
202299:3033,79:79,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156486.241842,0.104606599045
202299:3033,80:80,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156909.806718,0.10488974011
202299:3033,81:81,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,154429.324271,0.103231608189
202299:3033,82:82,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,156721.353909,0.104763764771
202299:3033,83:83,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,154371.421727,0.103192901987
202299:3033,84:84,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,154934.310295,0.103569176974
202299:3033,87:87,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,153012.689372,0.102284628077
202299:3033,88:88,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,154210.795487,0.103085527917
202299:3033,89:89,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152866.180623,0.102186691148
202299:3033,90:90,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,153505.864135,0.10261430137
202299:3033,91:91,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,155170.101351,0.103726796585
202299:3033,92:92,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,153411.407859,0.102551160038
202299:3033,93:93,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152347.042897,0.101839662353
202299:3033,94:94,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152252.119086,0.101776208487
202299:3033,95:95,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151554.132715,0.101309624462
202299:3033,96:96,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152084.042572,0.101663854121
202299:3033,97:97,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,153263.222756,0.102452102514
202299:3033,98:98,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152668.671292,0.102054661782
202299:3033,99:99,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150895.66708,0.100869458926
202299:3033,100:100,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152220.026068,0.101754755218
202299:3033,101:101,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152817.746519,0.102154314328
202299:3033,102:102,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151065.357346,0.10098289204
202299:3033,103:103,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152746.640344,0.102106781874
202299:3033,104:104,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151893.924981,0.101536765922
202299:3033,105:105,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150828.690892,0.10082468725
202299:3033,106:106,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151349.092532,0.101172560936
202299:3033,107:107,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152494.841973,0.101938461829
202299:3033,108:108,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152518.041468,0.101953970031
202299:3033,109:109,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151828.745784,0.101493195484
202299:3033,110:110,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151224.44144,0.101089235228
202299:3033,111:111,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149282.085579,0.0997908256151
202299:3033,112:112,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150488.624915,0.100597362823
202299:3033,113:113,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149071.191457,0.0996498488969
202299:3033,114:114,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150773.187579,0.100787584865
202299:3033,115:115,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150071.581221,0.100318580983
202299:3033,116:116,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150610.270852,0.10067867967
202299:3033,117:117,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148562.283832,0.099309658633
202299:3033,118:118,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149073.990222,0.0996517197917
202299:3033,119:119,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139570.452062,0.0932988750039
202299:3033,120:120,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149043.159109,0.0996311100699
202299:3033,121:121,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140149.904977,0.0936862227863
202299:3033,122:122,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,144689.623067,0.096720895128
202299:3033,123:123,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151400.674428,0.101207041965
202299:3033,124:124,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,152818.419648,0.102154764295
202299:3033,125:125,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149562.656859,0.0999783795306
202299:3033,126:126,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148921.342903,0.0995496794033
202299:3033,127:127,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150350.646355,0.100505128082
202299:3033,128:128,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150992.52084,0.100934202908
202299:3033,129:129,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148168.903535,0.0990466950999
202299:3033,130:130,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149840.314897,0.100163986027
202299:3033,131:131,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148599.520024,0.0993345499678
202299:3033,132:132,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150222.569724,0.1004195125
202299:3033,133:133,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149352.002392,0.0998375630151
202299:3033,134:134,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147802.714179,0.0988019079372
202299:3033,135:135,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,151452.267982,0.101241530788
202299:3033,136:136,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149531.338449,0.0999574440653
202299:3033,137:137,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149761.52282,0.100111315766
202299:3033,138:138,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147850.6472,0.0988339497976
202299:3033,139:139,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148490.251564,0.0992615071117
202299:3033,140:140,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148496.613012,0.0992657595587
202299:3033,141:141,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147280.059448,0.0984525281247
202299:3033,143:143,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147879.657337,0.0988533422488
202299:3033,144:144,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148384.535504,0.0991908389343
202299:3033,145:145,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,146635.918258,0.0980219380717
202299:3033,146:146,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,150039.838779,0.100297362064
202299:3033,147:147,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,149334.000012,0.0998255289364
202299:3033,148:148,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147578.654327,0.098652130303
202299:3033,149:149,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,148102.383142,0.0990022281104
202299:3033,150:150,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145952.180517,0.0975648788506
202299:3033,151:151,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147907.793878,0.0988721507257
202299:3033,152:152,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145885.702065,0.097520439898
202299:3033,153:153,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147047.244248,0.0982968977894
202299:3033,154:154,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145861.276562,0.0975041121443
202299:3033,155:155,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,144833.217831,0.096816884141
202299:3033,156:156,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147523.07853,0.0986149794648
202299:3033,157:157,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,146422.170411,0.0978790537192
202299:3033,158:158,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145733.168992,0.0974184758795
202299:3033,159:159,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,146828.952449,0.098150975934
202299:3033,160:160,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145499.01314,0.0972619493565
202299:3033,161:161,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,147543.211977,0.0986284381007
202299:3033,162:162,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,146887.659125,0.0981902196765
202299:3033,163:163,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143441.275337,0.0958864101986
202299:3033,164:164,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,144418.166469,0.0965394341178
202299:3033,165:165,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143772.691487,0.0961079524628
202299:3033,166:166,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,145163.368439,0.0970375804263
202299:3033,167:167,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,144386.583444,0.0965183217649
202299:3033,168:168,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142781.305821,0.09544523936
202299:3033,169:169,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143350.017858,0.0958254071717
202299:3033,170:170,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143718.725988,0.096071878063
202299:3033,171:171,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143303.038549,0.0957940028402
202299:3033,172:172,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143441.856277,0.0958867985407
202299:3033,173:173,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,144730.107675,0.0967479579362
202299:3033,174:174,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143587.107919,0.0959838951293
202299:3033,175:175,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142770.802615,0.0954382182659
202299:3033,176:176,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142662.274202,0.0953656701107
202299:3033,177:177,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141429.362999,0.0945415040602
202299:3033,178:178,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141282.915865,0.094443608319
202299:3033,179:179,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143692.571414,0.0960543944743
202299:3033,180:180,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142435.056278,0.0952137813951
202299:3033,181:181,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142317.700507,0.095135332402
202299:3033,182:182,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,143068.822204,0.0956374358799
202299:3033,183:183,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141914.385602,0.0948657278664
202299:3033,184:184,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142205.921108,0.0950606110554
202299:3033,185:185,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142416.431085,0.0952013309835
202299:3033,186:186,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142621.751574,0.0953385818868
202299:3033,187:187,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140999.859683,0.0942543933175
202299:3033,188:188,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142036.400808,0.0949472915589
202299:3033,189:189,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141939.779255,0.0948827028007
202299:3033,190:190,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142298.603414,0.0951225665389
202299:3033,191:191,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140752.736787,0.0940891986946
202299:3033,192:192,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142507.724541,0.095262358061
202299:3033,193:193,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141485.225507,0.0945788465569
202299:3033,196:196,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140600.340002,0.0939873257807
202299:3033,197:197,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140953.997513,0.0942237357618
202299:3033,198:198,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142810.767755,0.0954649338245
202299:3033,199:199,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140599.626636,0.0939868489164
202299:3033,200:200,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141977.467848,0.0949078965528
202299:3033,201:201,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140579.060431,0.0939731009933
202299:3033,202:202,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140202.659282,0.0937214875375
202299:3033,203:203,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140564.991647,0.0939636964117
202299:3033,204:204,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,141365.85227,0.0944990489452
202299:3033,205:205,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138371.509343,0.0924974159182
202299:3033,206:206,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,142076.962889,0.0949744061561
202299:3033,207:207,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,140298.516349,0.0937855652589
202299:3033,208:208,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139653.800862,0.0933545913048
202299:3033,209:209,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139670.033699,0.093365442494
202299:3033,210:210,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139242.758769,0.0930798213634
202299:3033,211:211,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138227.335114,0.0924010395496
202299:3033,212:212,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138792.546468,0.0927788672538
202299:3033,213:213,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138770.836826,0.0927643549761
202299:3033,214:214,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139526.47185,0.0932694754839
202299:3033,215:215,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139835.00878,0.0934757236403
202299:3033,216:216,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139136.177495,0.0930085748155
202299:3033,217:217,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,139716.090908,0.0933962304274
202299:3033,218:218,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138543.102174,0.0926121208426
202299:3033,219:219,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138459.73178,0.0925563901069
202299:3033,220:220,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138183.245944,0.0923715671939
202299:3033,221:221,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,138369.519167,0.0924960855426
202299:3033,222:222,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,136343.299181,0.0911416151479
202299:3033,223:223,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,118865.644601,0.0794583004785
202299:3033,224:224,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,137170.254174,0.091694411026
202299:3033,225:225,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,135471.678342,0.0905589614238
202299:3033,226:226,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,136444.55172,0.0912092995886
202299:3033,227:227,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,137213.748443,0.0917234857068
202299:3033,228:228,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,136242.756398,0.0910744051594
202299:3033,229:229,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,123146.267818,0.0823197752716
202299:3033,230:230,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,137482.969294,0.0919034521839
202299:3033,231:231,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134990.258075,0.0902371456766
202299:3033,232:232,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,133880.591138,0.0894953649108
202299:3033,233:233,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,135437.496667,0.090536111947
202299:3033,234:234,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134268.589416,0.0897547307167
202299:3033,235:235,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134655.08366,0.0900130911197
202299:3033,236:236,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134125.1849,0.089658868879
202299:3033,237:237,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,133965.322182,0.0895520052023
202299:3033,238:238,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,133658.797793,0.0893471023719
202299:3033,239:239,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,133534.815632,0.0892642238256
202299:3033,240:240,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,132673.044128,0.0886881541014
202299:3033,241:241,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134608.33259,0.0899818393597
202299:3033,242:242,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131815.404202,0.0881148462193
202299:3033,243:243,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,133077.429111,0.0889584739539
202299:3033,244:244,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,134189.5369,0.0897018863601
202299:3033,245:245,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,132909.24374,0.0888460468197
202299:3033,246:246,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131047.649173,0.0876016238331
202299:3033,247:247,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131099.687153,0.0876364097415
202299:3033,248:248,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,132285.621273,0.0884291729489
202299:3033,249:249,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131306.37418,0.0877745741369
202299:3033,250:250,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131239.671774,0.087729985477
202299:3033,251:251,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131708.435717,0.0880433408314
202299:3033,252:252,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,132579.556267,0.088625660127
202299:3033,253:253,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,132524.045908,0.0885885530316
202299:3033,254:254,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130469.46983,0.0872151273976
202299:3033,255:255,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131768.814808,0.0880837025355
202299:3033,256:256,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129683.913133,0.0866900051023
202299:3033,257:257,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131842.675613,0.0881330763816
202299:3033,258:258,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130381.603768,0.0871563914356
202299:3033,259:259,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126772.203407,0.0847436100181
202299:3033,260:260,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128591.770424,0.0859599387843
202299:3033,261:261,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,125034.805065,0.0835822086732
202299:3033,262:262,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,123551.678793,0.0825907809709
202299:3033,263:263,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129998.116643,0.0869000412064
202299:3033,264:264,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130366.138853,0.0871460535801
202299:3033,265:265,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131496.208749,0.0879014731437
202299:3033,266:266,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,131192.905482,0.0876987235413
202299:3033,267:267,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128521.019879,0.0859126440585
202299:3033,268:268,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130584.023615,0.0872917033425
202299:3033,269:269,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129806.395334,0.0867718809683
202299:3033,270:270,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130974.588761,0.0875527850269
202299:3033,271:271,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130768.859474,0.0874152608538
202299:3033,272:272,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130399.700503,0.0871684885877
202299:3033,273:273,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129878.880397,0.0868203351695
202299:3033,274:274,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129284.102538,0.0864227430985
202299:3033,275:275,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129366.279051,0.0864776757583
202299:3033,276:276,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130890.840243,0.0874968015258
202299:3033,277:277,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130415.448449,0.0871790156418
202299:3033,278:278,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127311.14498,0.0851038771218
202299:3033,279:279,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128784.084304,0.0860884951394
202299:3033,280:280,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,113056.563003,0.0755750947581
202299:3033,281:281,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129342.842344,0.0864620089868
202299:3033,282:282,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130327.101381,0.0871199581407
202299:3033,283:283,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,130143.834137,0.086997449204
202299:3033,284:284,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128744.471402,0.0860620150419
202299:3033,285:285,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129953.082125,0.0868699369127
202299:3033,286:286,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,129686.14145,0.0866914946692
202299:3033,287:287,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128450.737061,0.0858656619949
202299:3033,288:288,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127216.916415,0.0850408880075
202299:3033,289:289,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,112901.34143,0.0754713335538
202299:3033,290:290,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128436.579662,0.0858561981761
202299:3033,291:291,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128333.410756,0.0857872326987
202299:3033,292:292,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128407.01159,0.0858364327618
202299:3033,293:293,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127080.369577,0.0849496103323
202299:3033,294:294,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127259.649733,0.0850694540144
202299:3033,295:295,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128719.867923,0.0860455683167
202299:3033,296:296,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127891.581458,0.0854918823879
202299:3033,297:297,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127373.153414,0.0851453279952
202299:3033,298:298,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126724.627553,0.084711806914
202299:3033,299:299,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128652.937536,0.0860008272576
202299:3033,300:300,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127587.4153,0.0852885559679
202299:3033,301:301,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128342.621485,0.0857933898091
202299:3033,302:302,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,111829.859912,0.0747550786539
202299:3033,303:303,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,128646.449435,0.0859964901467
202299:3033,304:304,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126168.004302,0.0843397201126
202299:3033,305:305,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,125732.036659,0.0840482881505
202299:3033,306:306,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126109.418476,0.0843005571552
202299:3033,307:307,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126619.690721,0.0846416596281
202299:3033,308:308,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,124854.302364,0.0834615477551
202299:3033,309:309,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,127420.434748,0.0851769342208
202299:3033,310:310,HLT_ZeroBias_v7,L1_ZeroBias,150,9973,126559.990718,0.0846017518752
